"company_name","business_state","sic_code","phone_number","website","business_categories","business_city","business_country","business_zip_code","closed_on","opening_hours","closing_hours","latitude","longitude","location_type","year_established","avg_opening_hour","avg_closing_hour","business_street_name","description","services","links","estimated_annual_revenue","num_employees","review_count","reviews","owner","manta_link","url","company_id"
"Clearwater Bagel","Florida","5461","727***763***","http://clearwaterypd.com","[""Shopping"",""Retail Bakeries"",""Bagels""]","Clearwater","United States","33765",,,,27.960506,-82.7599555,"unknown",1981,,,"1875 Gulf To Bay Boulevard null","Categorized under Bagels. Our records show it was established in 1981 and incorporated in FL. Current estimates show this company has an annual revenue of 125657 and employs a staff of approximately 2.",,,"125657","2",,,"Bri***Mor***","https://www.manta.com/c/mm2wp5v/clearwater-bagel","https://www.manta.com/c/mm2wp5v/clearwater-bagel","mm2wp5v"
"Interstate Auto Center","South Dakota","5511","(60***368***81","http://www.repairablevehicles.com/","[""Automotive Services"",""Motor Vehicle Dealers (New and Used)"",""New and used car dealers""]","Harrisburg","United States","57032","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":true,""wednesday"":false}","[""CLOSED"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""10:00 AM""]","[""CLOSED"",""5:30 PM"",""5:30 PM"",""5:30 PM"",""5:30 PM"",""5:30 PM"",""2:00 PM""]",43.43293,-96.79196,"unknown",,"8:00 AM","5:30 PM","27276 Kenworth Place","With over 1800 units sold last year alone, we offer a BIGGER Selection, BETTER Prices, & MORE Experience.
RepairableVehicles.com, a division of Interstate Auto Center, Inc., is one of the leading resellers of repairable vehicles in North America.  By working together with insurance companies, dealerships, rental companies, and automotive salvage auctions, we are able to provide an ever changing inventory of high quality total-loss, recovered theft, collision damage, and other types of repairable vehicles to our customers worldwide.

With the use of modern technology including high quality digital cameras, cordless/cellular phones, and email we can be ""Your Eyes"" when purchasing your next rebuilder.  Feel free to call our knowledgeable and honest sales staff for a ""Walk Around"" and more detailed information.  With some of the greatest experience in the repairable industry, you can trust that yo","[""used cars, repairable vehicles, salvage""]",,,"undefined",,,"Dav***arg***","https://www.manta.com/c/mx0vth4/interstate-auto-center","https://www.manta.com/c/mx0vth4/interstate-auto-center","mx0vth4"
"El Pipe Auto Sales","Texas","5511","956***917***","https://el-pipe-auto-sales.business.site","[""Automotive Services"",""Motor Vehicle Dealers (New and Used)"",""Used Car Dealers""]","Edinburg","United States","78542",,,,26.274686961817,-98.0950980090913,"unknown",2018,,,"6902 South Trail Drive null","Categorized under Used Car Dealers. Current estimates show this company has an annual revenue of 179745 and employs a staff of approximately 4.",,,"179745","4",,,,"https://www.manta.com/c/mh0vntl/el-pipe-auto-sales","https://www.manta.com/c/mh0vntl/el-pipe-auto-sales","mh0vntl"
"The Los Angeles DUI Experts","California","8111","(21***799***50","http://www.losangelesduilawyer.org","[""Legal"",""Legal Services"",""General practice attorney, lawyer""]","Los Angeles","United States","90071","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""CLOSED""]","[""CLOSED"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""CLOSED""]",34.05305,-118.25641,"unknown",2009,"9:00 AM","5:00 PM","445 S Figueroa St #2700","The Los Angeles DUI Experts are an experienced and aggressive law firm representing those arrested for drunk driving and need DUI lawyer. Call us to s","[""Los Angeles DUI Lawyer"",""Los Angeles DUI Attorney"",""Legal Representation""]",,,"5 to 9",,,"Mic***l K***","https://www.manta.com/c/mxfw5mr/the-los-angeles-dui-experts","https://www.manta.com/c/mxfw5mr/the-los-angeles-dui-experts","mxfw5mr"
"Plumb Quick","Texas","5039","512***744***","http://www.plumbquickinc..com","[""Construction"",""Construction Materials, NEC"",""Construction Materials, Nec""]","Austin","United States","78728",,,,29.832522,-96.167025,"unknown",1998,,,"3905 Prairie Lane null","Categorized under Plumbers and Plumbing Contractors. Our records show it was established in 1998 and incorporated in TX. Current estimates show this company has an annual revenue of 250000 and employs a staff of approximately 5.",,,"250000","5",,,"Al ***ce","https://www.manta.com/c/mm7sps0/plumb-quick","https://www.manta.com/c/mm7sps0/plumb-quick","mm7sps0"
"Kingswood United Methodist","Alabama","8661","251***042***","http://www.kingswoodchurch.com","[""Non-Profit Organizations"",""Religious Organizations"",""Churches""]","Mobile","United States","36693",,,,30.633067,-88.162127,"unknown",,,,"5200 Perin Road null",,,,,,,,,"https://www.manta.com/c/mmdk9j5/kingswood-united-methodist","https://www.manta.com/c/mmdk9j5/kingswood-united-methodist","mmdk9j5"
"Accord Human Resources","Nevada","6512","702***589***","http://www.accordhr.com","[""Real Estate"",""Operators of Nonresidential Buildings"",""Office Buildings and Parks""]","Las Vegas","United States","89129",,,,36.2183897,-115.2633928,"unknown",2016,,,"7730 West Cheyenne Avenue null","Categorized under Business Planning and Organizing Services. Current estimates show this company has an annual revenue of 34669 and employs a staff of approximately 1.",,,"34669","1",,,,"https://www.manta.com/c/mb8hsxn/accord-human-resources","https://www.manta.com/c/mb8hsxn/accord-human-resources","mb8hsxn"
"SquareTrade Go iPhone Repair Minneapolis","Minnesota","7629","(61***254***89","http://www.squaretrade.com/go/locations/minneapolis?referrer=icracked&utm_source=GMBListing&utm_campaign=Minneapolis","[""Electronics and Home Appliances"",""Electronic Repair"",""Telephone set repair""]","Maple Grove","United States","55369","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]",,,"unknown",2010,"12:00 AM","12:00 AM",,"SquareTrade Go is the highest rated, most trusted way to repair your iPhone or Samsung Galaxy!
SquareTrade Go is the highest rated, most trusted way to repair your iPhone or Samsung Galaxy! Powered by a nationwide network of certified, background-checked technicians that travel to the customer, SquareTrade Go provides fast and convenient smartphone repairs whenever and wherever a customer chooses. Home, office, or coffee shop, you name it and we'll come to you to repair your device in less than an hour. Visit our website and schedule an appointment with one of our GoTech today.","[""iPhone repair"",""Samsung Galaxy repair"",""Cell phone repair""]",,,"500 to 999",,,,"https://www.manta.com/c/mhzhx2z/squaretrade-go-iphone-repair-minneapolis","https://www.manta.com/c/mhzhx2z/squaretrade-go-iphone-repair-minneapolis","mhzhx2z"
"Lawrence Lawn Landscape Pros","Kansas","0782","785***0-9***","http://lawrencelawnlandscapepros.com/","[""Agriculture"",""Lawn and Garden Services"",""Lawn services""]","Lawrence","United States","66044","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]",38.9685365,-95.23627259999999,"unknown",,"12:00 AM","12:00 AM","821 Massachusetts St","Lawrence lawn and landscaping offer the best available service in pest control, pest management, weed control, lawn treatment.
Water management is crucial in lawn maintenance, and we have got skilled specialists at your service to keep your garden or lawn hydrated. The services we render include drainage system installation, sprinkler repair, drip irrigation, sprinkler system installation, and lots more. Give us a call (785-330-9060) at Lawrence lawn and landscape or request a quote.","[""pest control"",""tree service"",""patio"",""landscaping"",""lawn care""]",,,,,,"Jam***Den***ton***","https://www.manta.com/c/mkcs573/lawrence-lawn-landscape-pros","https://www.manta.com/c/mkcs573/lawrence-lawn-landscape-pros","mkcs573"
"Rema Tip Top","Nevada","3069","775***064***","http://www.rematiptop.com","[""Chemical Materials"",""Fabricated Rubber Products, NEC"",""Bags, Rubber or Rubberized Fabric""]","Elko","United States","89801",,,,40.867702,-115.724565,"unknown",,,,"4665 Manzanita Lane null","Categorized under Wholesale Tire Additives and Sealants. Current estimates show this company has an annual revenue of $500,000 to $1 million and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"Gre***en ***ins***","https://www.manta.com/c/mmf0gbs/rema-tip-top","https://www.manta.com/c/mmf0gbs/rema-tip-top","mmf0gbs"
"Amt Computers D","Indiana","7378","219***212***","http://www.amtcomputers.com","[""Computer Hardware"",""Computer Maintenance and Repair"",""Computer Repair Services""]","Chesterton","United States","46304",,,,41.6168078,-87.0493087,"unknown",1992,,,"540 Indian Boundary Road null","Categorized under Computer Sales. Our records show it was established in 1992 and incorporated in Indiana. Current estimates show this company has an annual revenue of 636370 and employs a staff of approximately 5.",,,"636370","5",,,"Ray***d H***cke***","https://www.manta.com/c/mm5gxl2/amt-computers-d","https://www.manta.com/c/mm5gxl2/amt-computers-d","mm5gxl2"
"S M R Auto Detail","Kentucky","7542","270***676***","null","[""Automotive Services"",""Carwashes"",""Car Detail and Car Clean Up Services""]","Cadiz","United States","42211",,,,36.87877,-87.82465,"Unknown",,,,"312 Westend Street","Categorized under Car Detail and Car Clean Up Services. Current estimates show this company has an annual revenue of less than $500,000 and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,,"https://www.manta.com/c/mbn89h2/s-m-r-auto-detail","https://www.manta.com/c/mbn89h2/s-m-r-auto-detail","mbn89h2"
"Pinto Services Inc","Maine","8999","207***637***","null","[""Business Services"",""Services, NEC"",""Services (Unclassified)""]","Westbrook","United States","04092",,,,43.6891538,-70.3569899,"Unknown",,,,,"Categorized under Services (Unclassified). Current estimates show this company has an annual revenue of $500,000 to $1 million and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,,"https://www.manta.com/c/mt1m2q8/pinto-services-inc","https://www.manta.com/c/mt1m2q8/pinto-services-inc","mt1m2q8"
"Mauer Larry Dr Vet","New York","0742","845***440***","http://abundanceofcare.com","[""Agriculture"",""Veterinary Services for Animal Specialties"",""Veterinarians""]","Monticello","United States","12701",,,,41.652071,-74.6755479,"unknown",1987,,,"267 East Broadway null","Categorized under Animal Hospitals. Our records show it was established in 1987 and incorporated in New York. Current estimates show this company has an annual revenue of 87394 and employs a staff of approximately 4.",,,"87394","4",,,"Lar***Mau***","https://www.manta.com/c/mmfx64m/mauer-larry-dr-vet","https://www.manta.com/c/mmfx64m/mauer-larry-dr-vet","mmfx64m"
"Smith Alternator","Florida","7539","561***200***","http://www.smithalternator.com","[""Automotive Services"",""Automotive Repair Shops, NEC"",""Automotive Repair Shops""]","West Palm Beach","United States","33407",,,,26.777728,-80.10877,"unknown",1999,,,"4574 Dyer Boulevard # 10 null","Categorized under Car Repair and Services. Our records show it was established in 1999 and incorporated in Florida. Current estimates show this company has an annual revenue of 216374 and employs a staff of approximately 2.",,,"216374","2",,,"Mar***rue***","https://www.manta.com/c/mmpnmkk/smith-alternator","https://www.manta.com/c/mmpnmkk/smith-alternator","mmpnmkk"
"Budget Roofing","Ohio","1761","513***926***","http://www.brownbook.net/business/37870449/budget-roofing","[""Construction"",""Roofing, Siding, and Sheet Metal Work"",""Roofing Contractors""]","Cincinnati","United States","45214",,,,39.1283531,-84.5503133,"unknown",2010,,,"1650 Waverly Avenue null","Categorized under Roofing Contractors. Our records show it was established in 2010 and incorporated in Ohio. Current estimates show this company has an annual revenue of $500,000 to $1 million and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"Dam***Hel***","https://www.manta.com/c/mryjftg/budget-roofing","https://www.manta.com/c/mryjftg/budget-roofing","mryjftg"
